full_name,rank,type,abbr
LANCET NEUROLOGY,1,CAS,
LANCET ONCOLOGY,1,CAS,
Lancet Planetary Health,1,CAS,
Lancet Psychiatry,1,CAS,
Lancet Public Health,1,CAS,
Lancet Regional Health - Southeast Asia,2,CAS,
Lancet Regional Health-Americas,2,CAS,
Lancet Regional Health-Europe,1,CAS,
Lancet Regional Health-Western Pacific,1,CAS,
Lancet Respiratory Medicine,1,CAS,
Lancet Rheumatology,1,CAS,
LANCET,1,CAS,
LAND DEGRADATION & DEVELOPMENT,2,CAS,
LAND ECONOMICS,4,CAS,
LAND USE POLICY,1,CAS,
Land,3,CAS,
LANDFALL,4,CAS,
Landscape and Ecological Engineering,4,CAS,
LANDSCAPE AND URBAN PLANNING,1,CAS,
Landscape Architecture and Art,4,CAS,
Landscape Architecture Frontiers,4,CAS,
LANDSCAPE ECOLOGY,2,CAS,
Landscape Journal,3,CAS,
Landscape Research,4,CAS,
Landslides,2,CAS,
Langages,4,CAS,
LANGENBECKS ARCHIVES OF SURGERY,3,CAS,
LANGMUIR,2,CAS,
Langston Hughes Review,4,CAS,
LANGUAGE & COMMUNICATION,2,CAS,
Language & History,3,CAS,
Language Acquisition,2,CAS,
Language and Cognition,3,CAS,
Language and Dialogue,3,CAS,
Language and Education,2,CAS,
Language and Intercultural Communication,2,CAS,
Language and Linguistics Compass,2,CAS,
Language and Linguistics,3,CAS,
Language and Literacy,4,CAS,
Language and Literature,2,CAS,
Language and Sociocultural Theory,4,CAS,
LANGUAGE AND SPEECH,2,CAS,
Language Assessment Quarterly,3,CAS,
Language Awareness,2,CAS,
Language Cognition and Neuroscience,3,CAS,
Language Context and Text-The Social Semiotics Forum,4,CAS,
Language Culture and Curriculum,1,CAS,
Language Documentation & Conservation,4,CAS,
Language Dynamics and Change,2,CAS,
LANGUAGE IN SOCIETY,1,CAS,
LANGUAGE LEARNING & TECHNOLOGY,2,CAS,
Language Learning and Development,2,CAS,
Language Learning in Higher Education,4,CAS,
Language Learning Journal,3,CAS,
LANGUAGE LEARNING,1,CAS,
Language Matters,3,CAS,
Language Policy,2,CAS,
Language Problems & Language Planning,4,CAS,
Language Resources and Evaluation,4,CAS,
LANGUAGE SCIENCES,2,CAS,
LANGUAGE SPEECH AND HEARING SERVICES IN SCHOOLS,2,CAS,
Language Teaching for Young Learners,4,CAS,
Language Teaching Research,1,CAS,
Language Teaching,2,CAS,
Language Testing in Asia,3,CAS,
Language Testing,2,CAS,
Language Variation and Change,1,CAS,
Language-Culture and Society,3,CAS,
LANGUAGE,2,CAS,
Languages in Contrast,3,CAS,
Languages,2,CAS,
LANGUE FRANCAISE,4,CAS,
Lanx-Journal of the Scuola di Specializzazione in Archeologia of the University of Milan,4,CAS,
LAPAROSCOPIC ENDOSCOPIC AND ROBOTIC SURGERY,4,CAS,
Lares-Quadrimestrale di Studi Demoetnoantropologici,4,CAS,
Large Animal Review,4,CAS,
Large-Scale Assessments in Education,3,CAS,
LARYNGO-RHINO-OTOLOGIE,4,CAS,
Laryngoscope Investigative Otolaryngology,4,CAS,
LARYNGOSCOPE,3,CAS,
Laser & Optoelectronics Progress,3,CAS,
Laser & Photonics Reviews,1,CAS,
LASER AND PARTICLE BEAMS,4,CAS,
LASER PHYSICS LETTERS,4,CAS,
LASER PHYSICS,4,CAS,
LASERS IN ENGINEERING,4,CAS,
LASERS IN MEDICAL SCIENCE,4,CAS,
LASERS IN SURGERY AND MEDICINE,3,CAS,
LATE IMPERIAL CHINA,2,CAS,
LATERALITY,4,CAS,
Latin American and Caribbean Ethnic Studies,3,CAS,
LATIN AMERICAN ANTIQUITY,1,CAS,
LATIN AMERICAN APPLIED RESEARCH,4,CAS,
Latin American Economic Review,4,CAS,
Latin American Journal of Aquatic Research,4,CAS,
Latin American Journal of Content & Language Integrated-LACLIL,4,CAS,
Latin American Journal of Solids and Structures,4,CAS,
LATIN AMERICAN MUSIC REVIEW-REVISTA DE MUSICA LATINOAMERICANA,4,CAS,
LATIN AMERICAN PERSPECTIVES,3,CAS,
Latin American Policy,4,CAS,
LATIN AMERICAN POLITICS AND SOCIETY,2,CAS,
LATIN AMERICAN RESEARCH REVIEW,4,CAS,
LATIN AMERICAN THEATRE REVIEW,4,CAS,
Latin Americanist,4,CAS,
Latino Studies,4,CAS,
LATOMUS,3,CAS,
Latvian Journal of Physics and Technical Sciences,4,CAS,
LAVAL THEOLOGIQUE ET PHILOSOPHIQUE,4,CAS,
Law & Literature,3,CAS,
Law & Policy,3,CAS,
Law & Practice of International Courts and Tribunals,3,CAS,
LAW & SOCIETY REVIEW,2,CAS,
LAW AND CRITIQUE,3,CAS,
Law and Development Review,4,CAS,
Law and History Review,3,CAS,
LAW AND HUMAN BEHAVIOR,2,CAS,
Law and Humanities,4,CAS,
LAW AND PHILOSOPHY,2,CAS,
LAW AND SOCIAL INQUIRY-JOURNAL OF THE AMERICAN BAR FOUNDATION,3,CAS,
Law Culture and the Humanities,4,CAS,
LAW LIBRARY JOURNAL,4,CAS,
LAW PROBABILITY & RISK,4,CAS,
Law Teacher,4,CAS,
Law Technology and Humans,4,CAS,
Law Text Culture,4,CAS,
Laws,3,CAS,
LCGC EUROPE,4,CAS,
LCGC North America,4,CAS,
LEA-Lingue e Letterature d Oriente e d Occidente,4,CAS,
LEADERSHIP & ORGANIZATION DEVELOPMENT JOURNAL,3,CAS,
Leadership and Policy in Schools,4,CAS,
Leadership in Health Services,4,CAS,
LEADERSHIP QUARTERLY,1,CAS,
Leadership,4,CAS,
LEARNED PUBLISHING,3,CAS,
LEARNING & BEHAVIOR,4,CAS,
LEARNING & MEMORY,4,CAS,
LEARNING AND INDIVIDUAL DIFFERENCES,1,CAS,
LEARNING AND INSTRUCTION,1,CAS,
LEARNING AND MOTIVATION,4,CAS,
Learning and Teaching in Higher Education-Gulf Perspectives,4,CAS,
Learning and Teaching-The International Journal of Higher Education in the Social Sciences,4,CAS,
Learning Culture and Social Interaction,3,CAS,
Learning Disabilities Research & Practice,3,CAS,
Learning Disabilities-A Multidisciplinary Journal,4,CAS,
LEARNING DISABILITY QUARTERLY,4,CAS,
LEARNING ENVIRONMENTS RESEARCH,2,CAS,
Learning Health Systems,3,CAS,
LEARNing Landscapes,4,CAS,
Learning Media and Technology,1,CAS,
Learning Organization,4,CAS,
Lebenswelt-Aesthetics and Philosophy of Experience,4,CAS,
Lectora-Revista de Dones i Textualitat,4,CAS,
Lecturas de Economia,4,CAS,
Led i Sneg-Ice and Snow,4,CAS,
Ledger,4,CAS,
LEGACY,4,CAS,
LEGAL AND CRIMINOLOGICAL PSYCHOLOGY,2,CAS,
Legal Education Review,4,CAS,
Legal Ethics,1,CAS,
Legal Information Management,4,CAS,
Legal Issues of Economic Integration,4,CAS,
Legal Medicine,4,CAS,
Legal Pluralism and Critical Social Analysis,4,CAS,
Legal Studies,3,CAS,
Legal Theory,1,CAS,
Lege Artis-Language Yesterday Today Tomorrow,3,CAS,
LEGISLATIVE STUDIES QUARTERLY,3,CAS,
Legume Research,4,CAS,
Leiden Journal of International Law,2,CAS,
LEISURE SCIENCES,2,CAS,
Leisure Studies,3,CAS,
Lengua y Habla,4,CAS,
Lengua y Migracion-Language and Migration,4,CAS,
Lenguaje y Textos,4,CAS,
LEONARDO,4,CAS,
LEPROSY REVIEW,4,CAS,
Lesnoy Zhurnal-Forestry Journal,4,CAS,
LETHAIA,3,CAS,
Letras de Hoje-Estudos e Debates em Linguistica Literatura e Lingua Portuguesa,4,CAS,
Letras Verdes,4,CAS,
Letras-Lima,4,CAS,
Letteratura e Letterature,4,CAS,
LETTERE ITALIANE,3,CAS,
LETTERS IN APPLIED MICROBIOLOGY,4,CAS,
Letters in Drug Design & Discovery,4,CAS,
LETTERS IN MATHEMATICAL PHYSICS,2,CAS,
LETTERS IN ORGANIC CHEMISTRY,4,CAS,
Letters in Spatial and Resource Sciences,4,CAS,
Letters on Materials,4,CAS,
LEUKEMIA & LYMPHOMA,4,CAS,
Leukemia Research Reports,4,CAS,
LEUKEMIA RESEARCH,4,CAS,
LEUKEMIA,1,CAS,
Leukos,3,CAS,
Levant,4,CAS,
Leviathan-A Journal of Melville Studies,2,CAS,
Lex Localis-Journal of Local Self-Government,4,CAS,
LEXICOGRAPHICA,3,CAS,
Lexikos,2,CAS,
Lexonomica,4,CAS,
LFE-Revista de Lenguas para Fines Especificos,4,CAS,
LGBT Health,2,CAS,
LGBTQ Family-An Interdisciplinary Journal,4,CAS,
LHB-Hydroscience Journal,4,CAS,
LIAS-Journal of Early Modern Intellectual Culture and its Sources,3,CAS,
Liberabit-Revista de Psicologia,4,CAS,
LIBERTE,4,CAS,
Library & Information History,4,CAS,
LIBRARY & INFORMATION SCIENCE RESEARCH,3,CAS,
LIBRARY AND INFORMATION SCIENCE,4,CAS,
LIBRARY JOURNAL,4,CAS,
Library Management,3,CAS,
LIBRARY QUARTERLY,4,CAS,
LIBRARY RESOURCES & TECHNICAL SERVICES,4,CAS,
LIBRARY TRENDS,4,CAS,
LIBRARY,3,CAS,
Libres-Library and Information Science Research Electronic Journal,4,CAS,
Libri & Liberi,4,CAS,
LIBRI-International Journal of Libraries and Information Studies,4,CAS,
Libros de la Corte,4,CAS,
Libyan Journal of Medicine,4,CAS,
LICHENOLOGIST,3,CAS,
LIED UND POPULARE KULTUR-SONG AND POPULAR CULTURE,4,CAS,
Lietuvos istorijos studijos,4,CAS,
Life Medicine,4,CAS,
Life Metabolism,4,CAS,
Life Science Alliance,3,CAS,
Life Sciences in Space Research,3,CAS,
LIFE SCIENCES,3,CAS,
Life Span and Disability,4,CAS,
Life Writing,4,CAS,
Life-Basel,3,CAS,
Lifestyle Genomics,4,CAS,
LIFETIME DATA ANALYSIS,4,CAS,
Light & Engineering,4,CAS,
Light-Science & Applications,1,CAS,
Lighting Research & Technology,3,CAS,
LILI-ZEITSCHRIFT FUR LITERATURWISSENSCHAFT UND LINGUISTIK,4,CAS,
Limite-Revista de Estudios Portugueses y de la Lusofonia,4,CAS,
Limite-Revista de Filosofia y Psicologia,4,CAS,
LIMNETICA,4,CAS,
LIMNOLOGICA,3,CAS,
Limnology and Oceanography Letters,1,CAS,
LIMNOLOGY AND OCEANOGRAPHY-METHODS,4,CAS,
LIMNOLOGY AND OCEANOGRAPHY,2,CAS,
LIMNOLOGY,4,CAS,
Linacre Quarterly,4,CAS,
LINEAR & MULTILINEAR ALGEBRA,4,CAS,
LINEAR ALGEBRA AND ITS APPLICATIONS,3,CAS,
LINGUA E STILE,4,CAS,
Lingua Italiana,3,CAS,
Lingua Montenegrina,4,CAS,
LINGUA NOSTRA,4,CAS,
LINGUA,2,CAS,
Linguae &-Rivista di Lingue e Culture Moderne,4,CAS,
Linguamatica,4,CAS,
Linguas & Letras,4,CAS,
Linguas e Instrumentos Linguisticos,4,CAS,
Lingue Antiche e Moderne,4,CAS,
Lingue e Linguaggio,3,CAS,
Linguistic Approaches to Bilingualism,2,CAS,
LINGUISTIC INQUIRY,1,CAS,
Linguistic Landscape-An International Journal,2,CAS,
Linguistic Research,3,CAS,
LINGUISTIC REVIEW,2,CAS,
Linguistic Typology,1,CAS,
Linguistic Variation,3,CAS,
Linguistica Antverpiensia New Series-Themes in Translation Studies,4,CAS,
Linguistica e Filologia,4,CAS,
Linguistica Pragensia,4,CAS,
Linguistica y Literatura,4,CAS,
Linguisticae Investigationes,4,CAS,
Linguistics and Education,2,CAS,
LINGUISTICS AND PHILOSOPHY,1,CAS,
Linguistics and the Human Sciences,4,CAS,
Linguistics of the Tibeto-Burman Area,2,CAS,
Linguistics Vanguard,2,CAS,
LINGUISTICS,2,CAS,
LINGUISTIQUE,4,CAS,
Linha d Agua,4,CAS,
Linhas Criticas,4,CAS,
LINKS Rivista di letteratura e cultura tedesca,4,CAS,
Lino - Revista Anual de Historia del Arte,4,CAS,
LION AND THE UNICORN,4,CAS,
Lipids in Health and Disease,2,CAS,
LIPIDS,4,CAS,
Liquid Crystals and their Application,4,CAS,
Liquid Crystals Reviews,3,CAS,
Liquid Crystals Today,4,CAS,
LIQUID CRYSTALS,3,CAS,
LISTY CUKROVARNICKE A REPARSKE,4,CAS,
Listy Filologicke,3,CAS,
LIT-Literature Interpretation Theory,4,CAS,
Litera-Journal of Language Literature and Culture Studies,4,CAS,
Literacy Research and Instruction,4,CAS,
Literacy,3,CAS,
Literary Imagination,3,CAS,
Literary Voice,4,CAS,
Literator-Journal of Literary Criticism Comparative Linguistics and Literary Studies,3,CAS,
LITERATUR UND KRITIK,4,CAS,
Literatura e Autoritarismo,4,CAS,
Literatura e Sociedade,4,CAS,
Literatura Mexicana,4,CAS,
Literatura-Teoria Historia Critica,4,CAS,
LITERATURE & HISTORY-THIRD SERIES,3,CAS,
Literature and Aesthetics,4,CAS,
LITERATURE AND MEDICINE,4,CAS,
Literature and Theology,3,CAS,
Literature Compass,2,CAS,
Lithic Technology,3,CAS,
LITHOLOGY AND MINERAL RESOURCES,4,CAS,
LITHOS,2,CAS,
Lithosphere,4,CAS,
Lithuanian Historical Studies,4,CAS,
Lithuanian Journal of Physics,4,CAS,
Lithuanian Mathematical Journal,4,CAS,
LITTERATURE,4,CAS,
LITTERATURES,4,CAS,
Liturgy,4,CAS,
Liver Cancer,1,CAS,
LIVER INTERNATIONAL,2,CAS,
Liver Research,3,CAS,
LIVER TRANSPLANTATION,2,CAS,
Liverpool Law Review,4,CAS,
Livestock Science,3,CAS,
Living Reviews in Relativity,1,CAS,
Living Reviews in Solar Physics,1,CAS,
Ljetopis Socijalnog Rada,4,CAS,
Llengua & Literatura,4,CAS,
Llengua Societat i Comunicacio,4,CAS,
Lobachevskii Journal of Mathematics,4,CAS,
Local and Regional Anesthesia,4,CAS,
Local Economy,3,CAS,
Local Environment,3,CAS,
LOCAL GOVERNMENT STUDIES,3,CAS,
LogForum,4,CAS,
Loggia Arquitectura & Restauracion,4,CAS,
Logic and Logical Philosophy,3,CAS,
LOGIC JOURNAL OF THE IGPL,4,CAS,
Logica Universalis,4,CAS,
Logical Methods in Computer Science,4,CAS,
Logistics-Basel,4,CAS,
Logopedics Phoniatrics Vocology,4,CAS,
Logos & Pneuma-Chinese Journal of Theology,4,CAS,
Logos Ciencia & Tecnologia,4,CAS,
LOGOS-A JOURNAL OF CATHOLIC THOUGHT AND CULTURE,4,CAS,
Logos-Anales del Seminario de Metafisica,4,CAS,
Logos-Journal of the World Publishing Community,4,CAS,
Logos-Revista de Linguistica Filosofia y Literatura,4,CAS,
Logos-Vilnius,4,CAS,
Logos,4,CAS,
LOISIR & SOCIETE-SOCIETY AND LEISURE,4,CAS,
London Journal,3,CAS,
London Review of Education,4,CAS,
London Review of International Law,3,CAS,
LONG RANGE PLANNING,2,CAS,
Longitudinal and Life Course Studies,3,CAS,
Loquens,4,CAS,
LOTUS INTERNATIONAL,4,CAS,
Louvain Studies,4,CAS,
LOW TEMPERATURE PHYSICS,4,CAS,
Lubricants,3,CAS,
Lubrication Science,4,CAS,
Lucentum,4,CAS,
Lumen-Eighteenth-Century Studies-d Etude du Dix-Huitieme,4,CAS,
LUMINESCENCE,3,CAS,
Lung Cancer Management,4,CAS,
Lung Cancer-Targets and Therapy,3,CAS,
LUNG CANCER,2,CAS,
Lung India,4,CAS,
LUNG,3,CAS,
Lupus Science & Medicine,2,CAS,
LUPUS,4,CAS,
Luso-Brazilian Review,3,CAS,
Lusotopie,4,CAS,
LUTS-Lower Urinary Tract Symptoms,4,CAS,
Luxury-History Culture Consumption,4,CAS,
Luz,4,CAS,
LWT-FOOD SCIENCE AND TECHNOLOGY,1,CAS,
Lymphatic Research and Biology,4,CAS,
LYMPHOLOGY,4,CAS,
LymphoSign Journal-The Journal of Inherited Immune Disorders,4,CAS,
M S-MEDECINE SCIENCES,4,CAS,
M&SOM-Manufacturing & Service Operations Management,3,CAS,
M+A-Revista Electronica de Medio Ambiente,4,CAS,
mAbs,2,CAS,
Macedonian Journal of Chemistry and Chemical engineering,4,CAS,
Macedonian Veterinary Review,4,CAS,
Machine Intelligence Research,2,CAS,
Machine Learning and Knowledge Extraction,4,CAS,
Machine Learning-Science and Technology,2,CAS,
MACHINE LEARNING,4,CAS,
MACHINE TRANSLATION,4,CAS,
MACHINE VISION AND APPLICATIONS,4,CAS,
Machines,3,CAS,
MACHINING SCIENCE AND TECHNOLOGY,3,CAS,
MACROECONOMIC DYNAMICS,4,CAS,
Macroeconomics and Finance in Emerging Market Economies,4,CAS,
Macroheterocycles,4,CAS,
MACROMOLECULAR BIOSCIENCE,4,CAS,
MACROMOLECULAR CHEMISTRY AND PHYSICS,4,CAS,
MACROMOLECULAR MATERIALS AND ENGINEERING,3,CAS,
MACROMOLECULAR RAPID COMMUNICATIONS,3,CAS,
Macromolecular Reaction Engineering,4,CAS,
MACROMOLECULAR RESEARCH,4,CAS,
MACROMOLECULAR THEORY AND SIMULATIONS,4,CAS,
MACROMOLECULES,1,CAS,
Madera y Bosques,4,CAS,
Maderas-Ciencia y Tecnologia,4,CAS,
Madrygal-Revista de Estudios Gallegos,4,CAS,
Maejo International Journal of Science and Technology,4,CAS,
Magallania,4,CAS,
Magallanica-Revista de Historia Moderna,4,CAS,
Magazine of Civil Engineering,4,CAS,
MAGAZINE OF CONCRETE RESEARCH,4,CAS,
Magic Ritual and Witchcraft,3,CAS,
Magis-Revista Internacional de Investigacion en Educacion,4,CAS,
MAGNESIUM RESEARCH,4,CAS,
Magnetic Resonance Imaging Clinics of North America,4,CAS,
MAGNETIC RESONANCE IMAGING,4,CAS,
MAGNETIC RESONANCE IN CHEMISTRY,3,CAS,
Magnetic Resonance in Medical Sciences,4,CAS,
MAGNETIC RESONANCE IN MEDICINE,3,CAS,
Magnetic Resonance in Solids,4,CAS,
MAGNETIC RESONANCE LETTERS,4,CAS,
MAGNETIC RESONANCE MATERIALS IN PHYSICS BIOLOGY AND MEDICINE,4,CAS,
Magnetochemistry,3,CAS,
Magnetohydrodynamics,4,CAS,
Magnificat Cultura i Literatura Medievals,3,CAS,
MAGYAR ALLATORVOSOK LAPJA,4,CAS,
MAIN GROUP CHEMISTRY,4,CAS,
MAIN GROUP METAL CHEMISTRY,3,CAS,
Majalah Kedokteran Bandung,4,CAS,
Makara Hubs-Asia,4,CAS,
Makara Journal of Health Research,4,CAS,
Makara Journal of Science,4,CAS,
Makara Journal of Technology,4,CAS,
MALACOLOGIA,4,CAS,
MALARIA JOURNAL,3,CAS,
Malawi Medical Journal,4,CAS,
Malaysian Journal of Computer Science,4,CAS,
Malaysian Journal of Economic Studies,4,CAS,
Malaysian Journal of ELT Research,4,CAS,
Malaysian Journal of Fundamental and Applied Sciences,4,CAS,
Malaysian Journal of Learning & Instruction,4,CAS,
Malaysian Journal of Library & Information Science,4,CAS,
Malaysian Journal of Mathematical Sciences,4,CAS,
Malaysian Journal of Medical Sciences,4,CAS,
Malaysian Journal of Microbiology,4,CAS,
Malaysian Journal of Music,4,CAS,
Malaysian Journal of Pathology,4,CAS,
Malaysian Journal of Soil Science,4,CAS,
Malaysian Orthopaedic Journal,4,CAS,
MALIMBUS,4,CAS,
Maliye Dergisi,4,CAS,
Mammal Research,4,CAS,
MAMMAL REVIEW,2,CAS,
MAMMAL STUDY,4,CAS,
MAMMALIA,4,CAS,
MAMMALIAN BIOLOGY,3,CAS,
MAMMALIAN GENOME,4,CAS,
Management & Marketing,4,CAS,
Management & Organizational History,4,CAS,
Management Accounting Research,2,CAS,
Management and Organization Review,4,CAS,
Management and Production Engineering Review,4,CAS,
Management Communication Quarterly,4,CAS,
MANAGEMENT DECISION,3,CAS,
MANAGEMENT IN EDUCATION,4,CAS,
MANAGEMENT INTERNATIONAL REVIEW,3,CAS,
MANAGEMENT LEARNING,3,CAS,
Management of Biological Invasions,4,CAS,
Management of Environmental Quality,3,CAS,
Management Research and Practice,4,CAS,
Management Research Review,4,CAS,
Management Research-The Journal of the Iberoamerican Academy of Management,4,CAS,
Management Revue,3,CAS,
MANAGEMENT SCIENCE,2,CAS,
Management Systems in Production Engineering,4,CAS,
Management Theory and Studies for Rural Business and Infrastructure Development,4,CAS,
Management-Journal of Contemporary Management Issues,4,CAS,
Management-Poland,4,CAS,
Management,4,CAS,
MANAGERIAL AND DECISION ECONOMICS,4,CAS,
Managerial Auditing Journal,3,CAS,
MANAGERIAL FINANCE,4,CAS,
Managing Sport and Leisure,4,CAS,
Manchester Journal of International Economic Law,4,CAS,
MANCHESTER SCHOOL,4,CAS,
Mandenkan-Bulletin Semestriel d Etudes Linguistiques Mande,3,CAS,
Manoa-A Pacific Journal of International Writing,4,CAS,
MANUELLE MEDIZIN,4,CAS,
MANUFACTURING ENGINEERING,4,CAS,
Manufacturing Letters,4,CAS,
Manufacturing Review,4,CAS,
Manufacturing Technology,4,CAS,
Manuscript Studies-A Journal of the Schoenberg Institute for Manuscript Studies,4,CAS,
MANUSCRIPTA MATHEMATICA,4,CAS,
Manuscrito,4,CAS,
Manzar-The Scientific Journal of Landscape,4,CAS,
MAPAN-Journal of Metrology Society of India,4,CAS,
Marg-A Magazine of the Arts,4,CAS,
Margin-Journal of Applied Economic Research,4,CAS,
Marine and Coastal Fisheries,3,CAS,
MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,4,CAS,
MARINE AND FRESHWATER RESEARCH,4,CAS,
MARINE AND PETROLEUM GEOLOGY,2,CAS,
Marine Biodiversity,4,CAS,
Marine Biology Research,4,CAS,
MARINE BIOLOGY,3,CAS,
MARINE BIOTECHNOLOGY,3,CAS,
MARINE CHEMISTRY,3,CAS,
Marine Drugs,2,CAS,
MARINE ECOLOGY PROGRESS SERIES,3,CAS,
Marine Ecology-An Evolutionary Perspective,4,CAS,
MARINE ENVIRONMENTAL RESEARCH,3,CAS,
Marine Genomics,4,CAS,
MARINE GEODESY,3,CAS,
MARINE GEOLOGY,2,CAS,
MARINE GEOPHYSICAL RESEARCH,4,CAS,
MARINE GEORESOURCES & GEOTECHNOLOGY,4,CAS,
Marine Intellectual Technologies,4,CAS,
Marine Life Science & Technology,1,CAS,
MARINE MAMMAL SCIENCE,3,CAS,
MARINE MICROPALEONTOLOGY,3,CAS,
MARINE ORNITHOLOGY,4,CAS,
Marine Policy,2,CAS,
Marine Pollution Bulletin,2,CAS,
Marine Resource Economics,3,CAS,
MARINE STRUCTURES,2,CAS,
MARINE TECHNOLOGY SOCIETY JOURNAL,4,CAS,
MARINERS MIRROR,4,CAS,
Maritime Business Review,4,CAS,
Maritime Economics & Logistics,4,CAS,
Maritime Policy & Management,3,CAS,
Maritime Studies,3,CAS,
Maritime Transport Research,2,CAS,
Mark Twain Annual,4,CAS,
Market-Trziste,4,CAS,
Marketing and Management of Innovations,4,CAS,
Marketing Intelligence & Planning,3,CAS,
MARKETING LETTERS,4,CAS,
MARKETING SCIENCE,3,CAS,
Marketing Theory,3,CAS,
Markov Processes and Related Fields,4,CAS,
Marmara Medical Journal,4,CAS,
MARRIAGE AND FAMILY REVIEW,4,CAS,
Mass Communication and Society,2,CAS,
Mass Spectrometry Letters,4,CAS,
MASS SPECTROMETRY REVIEWS,2,CAS,
MASSACHUSETTS REVIEW,4,CAS,
MASTER DRAWINGS,3,CAS,
Masyarakat Kebudayaan dan Politik,4,CAS,
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,2,CAS,
Matematiche,4,CAS,
Matematicki Vesnik,4,CAS,
Matematika,4,CAS,
Materia Arquitectura,4,CAS,
Materia-Rio de Janeiro,4,CAS,
Material Religion,3,CAS,
MATERIALE PLASTICE,4,CAS,
MATERIALES DE CONSTRUCCION,4,CAS,
Materiales para la Historia del Deporte,4,CAS,
Materiali e Discussioni per l Analisi dei Testi Classici,3,CAS,
Materiali in Tehnologije,4,CAS,
Materiali per una Storia della Cultura Giuridica,4,CAS,
Materialia,3,CAS,
MATERIALS & DESIGN,2,CAS,
Materials Advances,4,CAS,
MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION,4,CAS,
MATERIALS AND MANUFACTURING PROCESSES,3,CAS,
MATERIALS AND STRUCTURES,3,CAS,
MATERIALS AT HIGH TEMPERATURES,4,CAS,
MATERIALS CHARACTERIZATION,2,CAS,
MATERIALS CHEMISTRY AND PHYSICS,3,CAS,
Materials Chemistry Frontiers,3,CAS,
MATERIALS EVALUATION,4,CAS,
Materials for Quantum Technology,4,CAS,
Materials for Renewable and Sustainable Energy,4,CAS,
Materials Futures,1,CAS,
Materials Horizons,2,CAS,
Materials Letters-X,4,CAS,
MATERIALS LETTERS,4,CAS,
Materials Performance and Characterization,4,CAS,
Materials Physics and Mechanics,4,CAS,
MATERIALS RESEARCH BULLETIN,3,CAS,
Materials Research Express,4,CAS,
Materials Research Letters,1,CAS,
Materials Research-Ibero-american Journal of Materials,4,CAS,
MATERIALS SCIENCE & ENGINEERING R-REPORTS,1,CAS,
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2,CAS,
Materials Science and Engineering B-Advanced Functional Solid-State Materials,3,CAS,
MATERIALS SCIENCE AND TECHNOLOGY,4,CAS,
MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,3,CAS,
Materials Science-Medziagotyra,4,CAS,
MATERIALS SCIENCE-POLAND,4,CAS,
MATERIALS SCIENCE,4,CAS,
MATERIALS TECHNOLOGY,4,CAS,
Materials Testing,4,CAS,
Materials Today Advances,2,CAS,
Materials Today Bio,1,CAS,
Materials Today Chemistry,2,CAS,
Materials Today Communications,3,CAS,
Materials Today Energy,2,CAS,
Materials Today Nano,2,CAS,
Materials Today Physics,2,CAS,
Materials Today Sustainability,3,CAS,
Materials Today,1,CAS,
MATERIALS TRANSACTIONS,4,CAS,
Materials,3,CAS,
MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK,4,CAS,
Materiaux & Techniques,4,CAS,
MATERNAL AND CHILD HEALTH JOURNAL,4,CAS,
Maternal and Child Nutrition,2,CAS,
Maternal-Fetal Medicine,4,CAS,
Mathematica Bohemica,4,CAS,
MATHEMATICA SCANDINAVICA,4,CAS,
Mathematica Slovaca,4,CAS,
Mathematical and Computational Applications,4,CAS,
Mathematical and Computational Forestry & Natural-Resource Sciences,4,CAS,
MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,4,CAS,
MATHEMATICAL BIOSCIENCES,4,CAS,
Mathematical Communications,4,CAS,
Mathematical Control and Related Fields,4,CAS,
MATHEMATICAL FINANCE,3,CAS,
Mathematical Foundations of Computing,4,CAS,
MATHEMATICAL GAZETTE,4,CAS,
Mathematical Geosciences,3,CAS,
MATHEMATICAL INEQUALITIES & APPLICATIONS,4,CAS,
MATHEMATICAL INTELLIGENCER,4,CAS,
MATHEMATICAL LOGIC QUARTERLY,4,CAS,
MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,4,CAS,
MATHEMATICAL METHODS IN THE APPLIED SCIENCES,4,CAS,
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,4,CAS,
